what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404324761771
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404324961153
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404325377517
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404325396046
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404325398465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404325555106
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404325556064
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404325576384
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404325862668
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404325863977
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404325876564
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1404326137716
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404326137810
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404326141679
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404326149428
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404326157306
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404326996533
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404327007051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404330133892
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404330134895
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404330151423
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404330664412
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404330666099
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1404330671916
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404330673984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331003631
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331004977
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331006963
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331010281
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331023218
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404331025956
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331029516
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331029555
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404331031292
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331031582
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331031620
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331039956
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331044397
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331048348
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331059986
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331076143
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404331081364
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331081635
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331081671
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331083884
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331083884
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331084772
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331087346
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331087346
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404331090773
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331091082
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331091116
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331093145
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331093145
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331094525
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331096696
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331096696
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404331100725
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331101421
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331101459
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331118080
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331118117
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331148019
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331148019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331148803
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331168535
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331181676
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331200443
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331212199
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404331216941
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331217237
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331217272
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331226371
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331241177
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331244459
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331250337
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1404331253950
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331255053
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331256982
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1404331261309
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1404331263425
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331277917
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331317024
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1404331321099
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331323860
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331331194
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1404331334268
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331335078
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331359143
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331363934
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331363973
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331412970
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404331412970
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404331416045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404332032456
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404332144085
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1404332215416
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1404332217448
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404332220452
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404332250055
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404332250096
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404332267601
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404334885449
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1404335081588
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1404335148377
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404335152129
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404335152129
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404335160098
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1404335186933
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1404335200867
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404335529629
