what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.open.call.hierarchy",1404167301609
activated,view,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.callHierarchy",1404167301886
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404167306838
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404167338102
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.open.call.hierarchy",1404167340641
activated,view,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.callHierarchy",1404167340919
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404167680971
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404167868864
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404167872580
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404168159769
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404168159883
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168160099
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168160133
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168185565
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404168187385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1404168187437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404168204470
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404168236061
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1404168236111
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404168352550
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168390149
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168390183
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168446722
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.navigate.backwardHistory",1404168446723
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168465573
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168500397
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404168502133
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404168666641
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1404169015579
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404169015709
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169019398
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404169031858
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404169120553
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169124353
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169229393
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404169246548
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1404169251287
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169253345
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169258209
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169261129
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169279603
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1404169304761
